,current_week,day_of_week,visitors,encode_air_area_name
7655,14,4,53,7
7656,14,4,55,8
7657,14,4,57,9
7658,14,4,14,10
7659,14,4,97,11
7660,14,4,371,12
7661,14,4,10,13
7662,14,4,65,14
7663,14,4,76,15
7664,14,4,39,16
7665,14,4,53,17
7666,14,4,31,18
7667,14,4,85,19
7668,14,4,154,20
7669,14,4,35,21
7670,14,4,84,22
7671,14,4,69,23
7672,14,4,66,24
7673,14,4,258,25
7674,14,4,15,26
7675,14,4,50,27
7676,14,4,123,28
7677,14,4,46,29
7678,14,4,47,30
7679,14,4,17,31
7680,14,4,10,32
7681,14,4,235,33
7682,14,4,184,34
7683,14,4,279,35
7684,14,4,63,36
7685,14,4,33,37
7686,14,4,18,38
7687,14,4,30,39
7688,14,4,72,40
7689,14,4,73,41
7690,14,4,42,42
7691,14,4,108,43
7692,14,4,97,44
7693,14,4,17,45
7694,14,4,456,46
7695,14,4,5,47
7696,14,4,58,48
7697,14,4,5,49
7698,14,4,27,50
7699,14,4,139,51
7700,14,4,3,52
7701,14,4,19,53
7702,14,4,386,54
7703,14,4,42,55
7704,14,4,34,56
7705,14,4,334,57
7706,14,4,34,58
7707,14,4,191,59
7708,14,4,11,60
7709,14,4,144,61
7710,14,4,16,62
7711,14,4,21,63
7712,14,4,11,64
7713,14,4,87,65
7714,14,4,14,66
7715,14,4,77,67
7716,14,4,5,68
7717,14,4,2,69
7718,14,4,6,70
7719,14,4,16,71
7720,14,4,52,72
7721,14,4,37,73
7722,14,4,160,74
7723,14,4,32,75
7724,14,4,82,76
7725,14,4,178,77
7726,14,2,418,0
7727,14,2,126,1
7728,14,2,71,2
7729,14,2,49,3
7730,14,2,20,4
7731,14,2,65,5
7732,14,2,13,6
7733,14,2,7,7
7734,14,2,56,8
7735,14,2,15,9
7736,14,2,31,10
7737,14,2,43,11
7738,14,2,224,12
7739,14,2,5,13
7740,14,2,50,14
7741,14,2,72,15
7742,14,2,1,16
7743,14,2,56,17
7744,14,2,16,18
7745,14,2,54,19
7746,14,2,94,20
7747,14,2,27,21
7748,14,2,101,22
7749,14,2,51,23
7750,14,2,51,24
7751,14,2,235,25
7752,14,2,11,26
7753,14,2,38,27
7754,14,2,87,28
7755,14,2,64,29
7756,14,2,17,30
7757,14,2,20,31
7758,14,2,12,32
7759,14,2,186,33
7760,14,2,176,34
7761,14,2,249,35
7762,14,2,73,36
7763,14,2,30,37
7764,14,2,19,38
7765,14,2,46,39
7766,14,2,32,40
7767,14,2,64,41
7768,14,2,26,42
7769,14,2,79,43
7770,14,2,64,44
7771,14,2,7,45
7772,14,2,285,46
7773,14,2,11,47
7774,14,2,23,48
7775,14,2,17,49
7776,14,2,28,50
7777,14,2,128,51
7778,14,2,5,52
7779,14,2,34,53
7780,14,2,403,54
7781,14,2,18,55
7782,14,2,41,56
7783,14,2,372,57
7784,14,2,27,58
7785,14,2,163,59
7786,14,2,17,60
7787,14,2,133,61
7788,14,2,33,62
7789,14,2,5,63
7790,14,2,26,64
7791,14,2,66,65
7792,14,2,16,66
7793,14,2,26,67
7794,14,2,16,68
7795,14,2,10,69
7796,14,2,12,70
7797,14,2,17,71
7798,14,2,7,72
7799,14,2,41,73
7800,14,2,181,74
7801,14,2,17,75
7802,14,2,113,76
7803,14,2,107,77
7804,14,3,385,0
7805,14,3,118,1
7806,14,3,63,2
7807,14,3,32,3
7808,14,3,29,4
7809,14,3,24,5
7810,14,3,11,6
7811,14,3,17,7
7812,14,3,58,8
7813,14,3,18,9
7814,14,3,21,10
7815,14,3,52,11
7816,14,3,267,12
7817,14,3,13,13
7818,14,3,21,14
7819,14,3,42,15
7820,14,3,17,16
7821,14,3,36,17
7822,14,3,43,18
7823,14,3,50,19
7824,14,3,94,20
7825,14,3,15,21
7826,14,3,85,22
7827,14,3,25,23
7828,14,3,55,24
7829,14,3,277,25
7830,14,3,9,26
7831,14,3,34,27
7832,14,3,105,28
7833,14,3,57,29
7834,14,3,26,30
7835,14,3,11,31
7836,14,3,14,32
7837,14,3,201,33
7838,14,3,162,34
7839,14,3,300,35
7840,14,3,46,36
7841,14,3,1,37
7842,14,3,22,38
7843,14,3,23,39
7844,14,3,51,40
7845,14,3,49,41
7846,14,3,10,42
7847,14,3,62,43
7848,14,3,107,44
7849,14,3,13,45
7850,14,3,288,46
7851,14,3,12,47
7852,14,3,42,48
7853,14,3,31,50
7854,14,3,94,51
7855,14,3,17,53
7856,14,3,346,54
7857,14,3,16,55
7858,14,3,54,56
7859,14,3,405,57
7860,14,3,35,58
7861,14,3,166,59
7862,14,3,13,60
7863,14,3,157,61
7864,14,3,32,62
7865,14,3,11,63
7866,14,3,29,64
7867,14,3,94,65
7868,14,3,9,66
7869,14,3,31,67
7870,14,3,13,68
7871,14,3,21,69
7872,14,3,20,70
7873,14,3,5,71
7874,14,3,5,72
7875,14,3,33,73
7876,14,3,136,74
7877,14,3,25,75
7878,14,3,62,76
7879,14,3,122,77
7880,15,5,373,0
7881,15,5,150,1
7882,15,5,57,2
7883,15,5,52,3
7884,15,5,45,5
7885,15,5,12,6
7886,15,5,8,7
7887,15,5,33,8
7888,15,5,42,9
7889,15,5,7,10
7890,15,5,39,11
7891,15,5,271,12
7892,15,5,8,13
7893,15,5,17,14
7894,15,5,31,15
7895,15,5,45,16
7896,15,5,29,17
7897,15,5,16,18
7898,15,5,55,19
7899,15,5,64,20
7900,15,5,21,21
7901,15,5,78,22
7902,15,5,58,23
7903,15,5,38,24
7904,15,5,169,25
7905,15,5,6,26
7906,15,5,29,27
7907,15,5,99,28
7908,15,5,68,29
7909,15,5,12,30
7910,15,5,25,31
7911,15,5,13,32
7912,15,5,123,33
7913,15,5,108,34
7914,15,5,221,35
7915,15,5,41,36
7916,15,5,40,37
7917,15,5,12,38
7918,15,5,27,39
7919,15,5,36,40
7920,15,5,35,41
7921,15,5,30,42
7922,15,5,97,43
7923,15,5,30,44
7924,15,5,1,45
7925,15,5,263,46
7926,15,5,16,47
7927,15,5,33,48
7928,15,5,15,49
7929,15,5,32,50
7930,15,5,134,51
7931,15,5,32,53
7932,15,5,304,54
7933,15,5,39,55
7934,15,5,47,56
7935,15,5,297,57
7936,15,5,13,58
7937,15,5,163,59
7938,15,5,19,60
7939,15,5,185,61
7940,15,5,30,62
7941,15,5,19,63
7942,15,5,18,64
7943,15,5,88,65
7944,15,5,10,66
7945,15,5,20,67
7946,15,5,16,68
7947,15,5,10,69
7948,15,5,15,70
7949,15,5,7,71
7950,15,5,17,72
7951,15,5,42,73
7952,15,5,180,74
7953,15,5,23,75
7954,15,5,60,76
7955,15,5,111,77
7956,15,1,853,0
7957,15,1,222,1
7958,15,1,116,2
7959,15,1,172,3
7960,15,1,143,5
7961,15,1,34,6
7962,15,1,45,7
7963,15,1,27,8
7964,15,1,72,9
7965,15,1,103,11
7966,15,1,445,12
7967,15,1,3,13
7968,15,1,77,14
7969,15,1,77,15
7970,15,1,21,16
7971,15,1,66,17
7972,15,1,90,19
7973,15,1,162,20
7974,15,1,43,21
7975,15,1,153,22
7976,15,1,108,23
7977,15,1,87,24
7978,15,1,362,25
7979,15,1,37,26
7980,15,1,70,27
7981,15,1,130,28
7982,15,1,25,30
7983,15,1,14,31
7984,15,1,11,32
7985,15,1,229,33
7986,15,1,172,34
7987,15,1,273,35
7988,15,1,78,36
7989,15,1,54,37
7990,15,1,60,39
7991,15,1,79,40
7992,15,1,84,41
7993,15,1,58,42
7994,15,1,223,43
7995,15,1,103,44
7996,15,1,10,45
7997,15,1,367,46
7998,15,1,9,47
7999,15,1,91,48
8000,15,1,36,49
8001,15,1,35,50
8002,15,1,198,51
8003,15,1,5,52
8004,15,1,57,53
8005,15,1,598,54
8006,15,1,51,56
8007,15,1,562,57
8008,15,1,38,58
8009,15,1,176,59
8010,15,1,243,61
8011,15,1,62,62
8012,15,1,39,63
8013,15,1,2,64
8014,15,1,127,65
8015,15,1,26,66
8016,15,1,62,67
8017,15,1,26,69
8018,15,1,89,72
8019,15,1,356,74
8020,15,1,36,75
8021,15,1,229,76
8022,15,1,270,77
8023,15,6,553,0
8024,15,6,145,1
8025,15,6,70,2
8026,15,6,24,3
8027,15,6,51,4
8028,15,6,103,5
8029,15,6,15,6
8030,15,6,52,7
8031,15,6,47,8
8032,15,6,69,9
8033,15,6,26,10
8034,15,6,70,11
8035,15,6,237,12
8036,15,6,14,13
8037,15,6,38,14
8038,15,6,97,15
8039,15,6,81,16
8040,15,6,78,17
8041,15,6,12,18
8042,15,6,67,19
8043,15,6,113,20
8044,15,6,40,21
8045,15,6,83,22
8046,15,6,112,23
8047,15,6,87,24
8048,15,6,151,25
8049,15,6,18,26
8050,15,6,38,27
8051,15,6,154,28
8052,15,6,64,29
8053,15,6,44,30
8054,15,6,23,31
8055,15,6,14,32
8056,15,6,83,33
8057,15,6,65,34
8058,15,6,166,35
8059,15,6,60,36
8060,15,6,45,37
8061,15,6,45,38
8062,15,6,64,39
8063,15,6,67,40
8064,15,6,32,41
8065,15,6,37,42
8066,15,6,117,43
8067,15,6,43,44
8068,15,6,6,45
8069,15,6,268,46
8070,15,6,23,47
8071,15,6,40,48
8072,15,6,19,49
8073,15,6,31,50
8074,15,6,126,51
8075,15,6,4,52
8076,15,6,90,53
8077,15,6,546,54
8078,15,6,15,55
8079,15,6,41,56
8080,15,6,363,57
8081,15,6,19,58
8082,15,6,273,59
8083,15,6,28,60
8084,15,6,181,61
8085,15,6,41,62
8086,15,6,27,63
8087,15,6,46,64
8088,15,6,99,65
8089,15,6,16,66
8090,15,6,42,67
8091,15,6,22,68
8092,15,6,26,69
8093,15,6,15,70
8094,15,6,35,71
8095,15,6,97,72
8096,15,6,58,73
8097,15,6,238,74
8098,15,6,29,75
8099,15,6,153,76
8100,15,6,187,77
8101,15,7,485,0
8102,15,7,18,1
8103,15,7,26,2
8104,15,7,26,3
8105,15,7,71,4
8106,15,7,50,5
8107,15,7,23,6
8108,15,7,24,7
8109,15,7,29,8
8110,15,7,30,9
8111,15,7,25,10
8112,15,7,29,11
8113,15,7,126,12
8114,15,7,18,13
8115,15,7,32,14
8116,15,7,46,15
8117,15,7,68,16
8118,15,7,30,17
8119,15,7,22,18
8120,15,7,67,19
8121,15,7,148,20
8122,15,7,23,21
8123,15,7,94,22
8124,15,7,91,23
8125,15,7,54,24
8126,15,7,92,25
8127,15,7,42,27
8128,15,7,186,28
8129,15,7,66,29
8130,15,7,42,30
8131,15,7,21,31
8132,15,7,17,32
8133,15,7,66,33
8134,15,7,20,34
8135,15,7,106,35
8136,15,7,62,36
8137,15,7,36,37
8138,15,7,61,38
8139,15,7,47,39
8140,15,7,39,40
8141,15,7,47,41
8142,15,7,20,42
8143,15,7,132,43
8144,15,7,9,44
8145,15,7,5,45
8146,15,7,160,46
8147,15,7,11,47
8148,15,7,55,48
8149,15,7,17,49
8150,15,7,233,51
8151,15,7,96,53
8152,15,7,448,54
8153,15,7,14,55
8154,15,7,289,57
8155,15,7,19,58
8156,15,7,329,59
8157,15,7,14,60
8158,15,7,108,61
8159,15,7,23,63
8160,15,7,41,64
8161,15,7,31,65
8162,15,7,9,66
8163,15,7,23,67
8164,15,7,39,68
8165,15,7,22,69
8166,15,7,17,70
8167,15,7,47,71
8168,15,7,19,72
8169,15,7,69,73
8170,15,7,171,74
8171,15,7,20,75
8172,15,7,91,76
8173,15,7,124,77
8174,15,4,525,0
8175,15,4,98,1
8176,15,4,58,2
8177,15,4,27,3
8178,15,4,45,4
8179,15,4,62,5
8180,15,4,37,6
8181,15,4,18,7
8182,15,4,14,8
8183,15,4,29,9
8184,15,4,18,10
8185,15,4,34,11
8186,15,4,170,12
8187,15,4,59,14
8188,15,4,71,15
8189,15,4,46,16
8190,15,4,59,17
8191,15,4,37,18
8192,15,4,112,19
8193,15,4,144,20
8194,15,4,15,21
8195,15,4,87,22
8196,15,4,106,23
8197,15,4,63,24
8198,15,4,95,25
8199,15,4,29,27
8200,15,4,162,28
8201,15,4,97,29
8202,15,4,15,30
8203,15,4,42,31
8204,15,4,65,33
8205,15,4,50,34
8206,15,4,107,35
8207,15,4,70,36
8208,15,4,16,37
8209,15,4,47,38
8210,15,4,27,39
8211,15,4,38,40
8212,15,4,48,41
8213,15,4,28,42
8214,15,4,130,43
8215,15,4,24,44
8216,15,4,233,46
8217,15,4,13,47
8218,15,4,22,48
8219,15,4,32,50
8220,15,4,209,51
8221,15,4,6,52
8222,15,4,95,53
8223,15,4,426,54
8224,15,4,15,55
8225,15,4,360,57
8226,15,4,24,58
8227,15,4,228,59
8228,15,4,20,60
8229,15,4,78,61
8230,15,4,33,62
8231,15,4,15,63
8232,15,4,33,65
8233,15,4,11,66
8234,15,4,13,67
8235,15,4,4,68
8236,15,4,8,69
8237,15,4,21,70
8238,15,4,29,71
8239,15,4,55,73
8240,15,4,145,74
8241,15,4,23,75
8242,15,4,165,76
8243,15,4,249,77
8244,15,2,616,0
8245,15,2,154,1
8246,15,2,40,2
8247,15,2,27,3
8248,15,2,56,4
8249,15,2,72,5
8250,15,2,31,6
8251,15,2,83,7
8252,15,2,41,8
8253,15,2,66,9
8254,15,2,40,10
8255,15,2,70,11
8256,15,2,260,12
8257,15,2,59,14
8258,15,2,145,15
8259,15,2,2,16
8260,15,2,117,17
8261,15,2,42,18
8262,15,2,98,19
8263,15,2,137,20
8264,15,2,42,21
8265,15,2,77,22
8266,15,2,115,23
8267,15,2,80,24
8268,15,2,227,25
8269,15,2,32,26
8270,15,2,92,27
8271,15,2,212,28
8272,15,2,97,29
8273,15,2,55,30
8274,15,2,36,31
8275,15,2,11,32
8276,15,2,89,33
8277,15,2,64,34
8278,15,2,164,35
8279,15,2,41,36
8280,15,2,50,37
8281,15,2,32,39
8282,15,2,69,40
8283,15,2,34,41
8284,15,2,36,42
8285,15,2,108,43
8286,15,2,33,44
8287,15,2,2,45
8288,15,2,220,46
8289,15,2,28,47
8290,15,2,26,48
8291,15,2,23,49
8292,15,2,37,50
8293,15,2,225,51
8294,15,2,13,52
8295,15,2,117,53
8296,15,2,398,54
8297,15,2,38,55
8298,15,2,353,57
8299,15,2,18,58
8300,15,2,224,59
8301,15,2,8,60
8302,15,2,156,61
8303,15,2,40,62
8304,15,2,38,63
8305,15,2,62,65
8306,15,2,19,66
8307,15,2,5,67
8308,15,2,17,68
8309,15,2,29,69
8310,15,2,14,70
8311,15,2,26,71
8312,15,2,58,73
8313,15,2,240,74
8314,15,2,25,75
8315,15,2,115,76
8316,15,2,291,77
8317,15,3,651,0
8318,15,3,179,1
8319,15,3,55,2
8320,15,3,33,3
8321,15,3,18,4
8322,15,3,97,5
8323,15,3,56,6
8324,15,3,44,7
8325,15,3,20,8
8326,15,3,50,9
8327,15,3,19,10
8328,15,3,72,11
8329,15,3,282,12
8330,15,3,63,14
8331,15,3,120,15
8332,15,3,42,16
8333,15,3,65,17
8334,15,3,17,18
8335,15,3,103,19
8336,15,3,158,20
8337,15,3,40,21
8338,15,3,164,22
8339,15,3,105,23
8340,15,3,82,24
8341,15,3,205,25
8342,15,3,29,26
8343,15,3,83,27
8344,15,3,240,28
8345,15,3,95,29
8346,15,3,61,30
8347,15,3,49,31
8348,15,3,85,33
8349,15,3,44,34
8350,15,3,125,35
8351,15,3,67,36
8352,15,3,19,37
8353,15,3,30,38
8354,15,3,16,39
8355,15,3,52,40
8356,15,3,55,41
8357,15,3,68,42
8358,15,3,130,43
8359,15,3,19,44
8360,15,3,215,46
8361,15,3,60,48
8362,15,3,34,50
8363,15,3,168,51
8364,15,3,7,52
8365,15,3,79,53
8366,15,3,344,54
8367,15,3,35,55
8368,15,3,353,57
8369,15,3,24,58
8370,15,3,226,59
8371,15,3,16,60
8372,15,3,147,61
8373,15,3,34,62
8374,15,3,25,63
8375,15,3,49,65
8376,15,3,12,66
8377,15,3,17,67
8378,15,3,24,68
8379,15,3,19,69
8380,15,3,37,70
8381,15,3,51,71
8382,15,3,53,73
8383,15,3,224,74
8384,15,3,26,75
8385,15,3,46,76
8386,15,3,258,77
8387,16,5,516,0
8388,16,5,147,1
8389,16,5,50,2
8390,16,5,57,3
8391,16,5,24,4
8392,16,5,84,5
8393,16,5,9,6
8394,16,5,65,7
8395,16,5,65,8
8396,16,5,78,9
8397,16,5,17,10
8398,16,5,42,11
8399,16,5,331,12
8400,16,5,4,13
8401,16,5,62,14
8402,16,5,118,15
8403,16,5,32,16
8404,16,5,80,17
8405,16,5,22,18
8406,16,5,65,19
8407,16,5,96,20
8408,16,5,35,21
8409,16,5,89,22
8410,16,5,70,23
8411,16,5,39,24
8412,16,5,288,25
8413,16,5,17,26
8414,16,5,60,27
8415,16,5,111,28
8416,16,5,69,29
8417,16,5,35,30
8418,16,5,19,31
8419,16,5,13,32
8420,16,5,247,33
8421,16,5,155,34
8422,16,5,282,35
8423,16,5,101,36
8424,16,5,39,37
8425,16,5,13,38
8426,16,5,50,39
8427,16,5,56,40
8428,16,5,86,41
8429,16,5,39,42
8430,16,5,140,43
8431,16,5,101,44
8432,16,5,6,45
8433,16,5,400,46
8434,16,5,8,47
8435,16,5,45,48
8436,16,5,9,49
8437,16,5,35,50
8438,16,5,117,51
8439,16,5,8,52
8440,16,5,20,53
8441,16,5,500,54
8442,16,5,16,55
8443,16,5,54,56
8444,16,5,378,57
8445,16,5,37,58
8446,16,5,189,59
8447,16,5,33,60
8448,16,5,203,61
8449,16,5,33,62
8450,16,5,13,63
8451,16,5,36,64
8452,16,5,78,65
8453,16,5,11,66
8454,16,5,56,67
8455,16,5,10,68
8456,16,5,15,69
8457,16,5,14,70
8458,16,5,3,71
8459,16,5,31,72
8460,16,5,41,73
8461,16,5,224,74
8462,16,5,33,75
8463,16,5,136,76
8464,16,5,169,77
8465,16,1,559,0
8466,16,1,190,1
8467,16,1,96,2
8468,16,1,131,3
8469,16,1,31,4
8470,16,1,120,5
8471,16,1,20,7
8472,16,1,25,8
8473,16,1,36,9
8474,16,1,60,11
8475,16,1,334,12
8476,16,1,9,13
8477,16,1,58,14
8478,16,1,65,15
8479,16,1,26,17
8480,16,1,25,19
8481,16,1,109,20
8482,16,1,23,21
8483,16,1,112,22
8484,16,1,101,23
8485,16,1,68,24
8486,16,1,318,25
8487,16,1,56,26
8488,16,1,43,27
8489,16,1,136,28
8490,16,1,1,29
8491,16,1,3,30
8492,16,1,3,31
8493,16,1,253,33
8494,16,1,191,34
8495,16,1,291,35
8496,16,1,26,36
8497,16,1,39,37
8498,16,1,44,39
8499,16,1,52,40
8500,16,1,68,41
8501,16,1,29,42
8502,16,1,151,43
8503,16,1,148,44
8504,16,1,10,45
8505,16,1,266,46
8506,16,1,18,47
8507,16,1,77,48
8508,16,1,31,49
8509,16,1,61,50
8510,16,1,171,51
8511,16,1,4,52
8512,16,1,37,53
8513,16,1,402,54
8514,16,1,102,56
8515,16,1,560,57
8516,16,1,38,58
8517,16,1,159,59
8518,16,1,216,61
8519,16,1,58,62
8520,16,1,25,63
8521,16,1,2,64
8522,16,1,100,65
8523,16,1,13,66
8524,16,1,52,67
8525,16,1,22,69
8526,16,1,3,70
8527,16,1,68,72
8528,16,1,220,74
8529,16,1,21,75
8530,16,1,169,76
8531,16,1,194,77
8532,16,6,567,0
8533,16,6,151,1
8534,16,6,79,2
8535,16,6,67,3
8536,16,6,48,4
8537,16,6,110,5
8538,16,6,27,6
8539,16,6,43,7
8540,16,6,31,8
8541,16,6,79,9
8542,16,6,26,10
8543,16,6,42,11
8544,16,6,283,12
8545,16,6,23,13
8546,16,6,95,14
8547,16,6,162,15
8548,16,6,67,16
8549,16,6,75,17
8550,16,6,38,18
8551,16,6,84,19
8552,16,6,115,20
8553,16,6,40,21
8554,16,6,124,22
8555,16,6,98,23
8556,16,6,52,24
8557,16,6,287,25
8558,16,6,1,26
8559,16,6,134,27
8560,16,6,216,28
8561,16,6,103,29
8562,16,6,48,30
8563,16,6,19,31
8564,16,6,18,32
8565,16,6,116,33
8566,16,6,84,34
8567,16,6,190,35
8568,16,6,95,36
8569,16,6,39,37
8570,16,6,34,38
8571,16,6,67,39
8572,16,6,75,40
8573,16,6,37,41
8574,16,6,51,42
8575,16,6,133,43
8576,16,6,88,44
8577,16,6,7,45
8578,16,6,349,46
8579,16,6,21,47
8580,16,6,94,48
8581,16,6,19,49
8582,16,6,37,50
8583,16,6,186,51
8584,16,6,12,52
8585,16,6,63,53
8586,16,6,559,54
8587,16,6,43,55
8588,16,6,51,56
8589,16,6,446,57
8590,16,6,36,58
8591,16,6,255,59
8592,16,6,24,60
8593,16,6,200,61
8594,16,6,32,62
8595,16,6,39,63
8596,16,6,81,64
8597,16,6,97,65
8598,16,6,13,66
8599,16,6,41,67
8600,16,6,31,68
8601,16,6,23,69
8602,16,6,13,70
8603,16,6,28,71
8604,16,6,89,72
8605,16,6,70,73
8606,16,6,183,74
8607,16,6,27,75
8608,16,6,132,76
8609,16,6,244,77
8610,16,7,403,0
8611,16,7,83,1
8612,16,7,12,2
8613,16,7,78,3
8614,16,7,37,4
8615,16,7,54,5
8616,16,7,18,6
8617,16,7,19,7
8618,16,7,10,8
8619,16,7,65,9
8620,16,7,22,10
8621,16,7,61,11
8622,16,7,241,12
8623,16,7,12,13
8624,16,7,41,14
8625,16,7,71,15
8626,16,7,38,16
8627,16,7,23,17
8628,16,7,22,18
8629,16,7,60,19
8630,16,7,155,20
8631,16,7,25,21
8632,16,7,68,22
8633,16,7,73,23
8634,16,7,73,24
8635,16,7,76,25
8636,16,7,33,27
8637,16,7,192,28
8638,16,7,56,29
8639,16,7,21,30
8640,16,7,6,31
8641,16,7,14,32
8642,16,7,77,33
8643,16,7,51,34
8644,16,7,104,35
8645,16,7,85,36
8646,16,7,34,37
8647,16,7,39,38
8648,16,7,33,39
8649,16,7,39,40
8650,16,7,48,41
8651,16,7,32,42
8652,16,7,144,43
8653,16,7,2,45
8654,16,7,150,46
8655,16,7,21,47
8656,16,7,41,48
8657,16,7,29,49
8658,16,7,139,51
8659,16,7,5,52
8660,16,7,79,53
8661,16,7,472,54
8662,16,7,4,55
8663,16,7,250,57
8664,16,7,12,58
8665,16,7,217,59
8666,16,7,17,60
8667,16,7,90,61
8668,16,7,18,63
8669,16,7,46,64
8670,16,7,49,65
8671,16,7,1,66
8672,16,7,17,67
8673,16,7,32,68
8674,16,7,22,69
8675,16,7,7,70
8676,16,7,1,71
8677,16,7,111,72
8678,16,7,74,73
8679,16,7,152,74
8680,16,7,18,75
8681,16,7,136,76
8682,16,7,118,77
8683,16,4,414,0
8684,16,4,105,1
8685,16,4,78,2
8686,16,4,60,3
8687,16,4,48,4
8688,16,4,71,5
8689,16,4,9,7
8690,16,4,47,8
8691,16,4,10,9
8692,16,4,23,10
8693,16,4,39,11
8694,16,4,282,12
8695,16,4,2,13
8696,16,4,43,14
8697,16,4,55,15
8698,16,4,28,16
8699,16,4,44,17
8700,16,4,32,18
8701,16,4,19,19
8702,16,4,87,20
8703,16,4,22,21
8704,16,4,87,22
8705,16,4,72,23
8706,16,4,38,24
8707,16,4,176,25
8708,16,4,7,26
8709,16,4,33,27
8710,16,4,59,28
8711,16,4,60,29
8712,16,4,9,30
8713,16,4,13,31
8714,16,4,10,32
8715,16,4,198,33
8716,16,4,172,34
8717,16,4,174,35
8718,16,4,55,36
8719,16,4,23,37
8720,16,4,14,38
8721,16,4,47,39
8722,16,4,34,40
8723,16,4,40,41
8724,16,4,25,42
8725,16,4,70,43
8726,16,4,83,44
8727,16,4,2,45
8728,16,4,321,46
8729,16,4,23,47
8730,16,4,29,48
8731,16,4,14,49
8732,16,4,28,50
8733,16,4,111,51
8734,16,4,3,52
8735,16,4,36,53
8736,16,4,421,54
8737,16,4,27,55
8738,16,4,31,56
8739,16,4,351,57
8740,16,4,12,58
8741,16,4,157,59
8742,16,4,24,60
8743,16,4,162,61
8744,16,4,31,62
8745,16,4,11,63
8746,16,4,30,64
8747,16,4,55,65
8748,16,4,6,66
8749,16,4,29,67
8750,16,4,13,68
8751,16,4,2,69
8752,16,4,9,70
8753,16,4,8,71
8754,16,4,59,72
8755,16,4,46,73
8756,16,4,101,74
8757,16,4,13,75
8758,16,4,96,76
8759,16,4,85,77
8760,16,2,228,0
8761,16,2,93,1
8762,16,2,71,2
8763,16,2,34,3
8764,16,2,48,5
8765,16,2,8,6
8766,16,2,13,7
8767,16,2,11,8
8768,16,2,5,9
8769,16,2,23,11
8770,16,2,153,12
8771,16,2,12,13
8772,16,2,53,14
8773,16,2,41,15
8774,16,2,2,16
8775,16,2,31,17
8776,16,2,23,18
8777,16,2,12,19
8778,16,2,54,20
8779,16,2,15,21
8780,16,2,60,22
8781,16,2,53,23
8782,16,2,45,24
8783,16,2,167,25
8784,16,2,1,26
8785,16,2,65,27
8786,16,2,75,28
8787,16,2,79,29
8788,16,2,14,30
8789,16,2,15,31
8790,16,2,6,32
8791,16,2,126,33
8792,16,2,90,34
8793,16,2,211,35
8794,16,2,34,36
8795,16,2,22,37
8796,16,2,23,38
8797,16,2,42,39
8798,16,2,40,40
8799,16,2,66,41
8800,16,2,11,42
8801,16,2,48,43
8802,16,2,47,44
8803,16,2,9,45
8804,16,2,177,46
8805,16,2,6,47
8806,16,2,5,48
8807,16,2,18,49
8808,16,2,32,50
8809,16,2,108,51
8810,16,2,1,52
8811,16,2,22,53
8812,16,2,307,54
8813,16,2,15,55
8814,16,2,37,56
8815,16,2,237,57
8816,16,2,14,58
8817,16,2,84,59
8818,16,2,48,60
8819,16,2,151,61
8820,16,2,36,62
8821,16,2,21,63
8822,16,2,20,64
8823,16,2,43,65
8824,16,2,13,66
8825,16,2,39,67
8826,16,2,15,68
8827,16,2,15,69
8828,16,2,8,70
8829,16,2,9,71
8830,16,2,20,72
8831,16,2,150,74
8832,16,2,8,75
8833,16,2,77,76
8834,16,2,61,77
8835,16,3,264,0
8836,16,3,116,1
8837,16,3,32,2
8838,16,3,32,3
8839,16,3,30,5
8840,16,3,9,6
8841,16,3,10,7
8842,16,3,28,8
8843,16,3,19,9
8844,16,3,35,10
8845,16,3,40,11
8846,16,3,204,12
8847,16,3,19,13
8848,16,3,52,14
8849,16,3,18,15
8850,16,3,23,16
8851,16,3,35,17
8852,16,3,30,18
8853,16,3,54,19
8854,16,3,69,20
8855,16,3,16,21
8856,16,3,71,22
8857,16,3,34,23
8858,16,3,42,24
8859,16,3,188,25
8860,16,3,12,26
8861,16,3,16,27
8862,16,3,109,28
8863,16,3,54,29
8864,16,3,12,30
8865,16,3,17,31
8866,16,3,5,32
8867,16,3,177,33
8868,16,3,176,34
8869,16,3,248,35
8870,16,3,67,36
8871,16,3,3,37
8872,16,3,20,38
8873,16,3,28,39
8874,16,3,37,40
8875,16,3,81,41
8876,16,3,32,42
8877,16,3,23,43
8878,16,3,107,44
8879,16,3,7,45
8880,16,3,329,46
8881,16,3,22,47
8882,16,3,33,48
8883,16,3,29,50
8884,16,3,78,51
8885,16,3,2,52
8886,16,3,60,53
8887,16,3,302,54
8888,16,3,22,55
8889,16,3,21,56
8890,16,3,314,57
8891,16,3,26,58
8892,16,3,132,59
8893,16,3,154,61
8894,16,3,30,62
8895,16,3,12,63
8896,16,3,33,64
8897,16,3,68,65
8898,16,3,8,66
8899,16,3,20,67
8900,16,3,9,68
8901,16,3,13,69
8902,16,3,8,70
8903,16,3,4,71
8904,16,3,3,72
8905,16,3,41,73
8906,16,3,116,74
8907,16,3,11,75
8908,16,3,32,76
8909,16,3,114,77
8910,17,5,480,0
8911,17,5,136,1
8912,17,5,68,2
8913,17,5,83,3
8914,17,5,29,4
8915,17,5,77,5
8916,17,5,7,6
8917,17,5,77,7
8918,17,5,51,8
8919,17,5,36,9
8920,17,5,17,10
8921,17,5,49,11
8922,17,5,350,12
8923,17,5,7,13
8924,17,5,59,14
