,Unnamed: 0,air_area_name,genre_name,visitors,current_week,latitude,longitude
716,716,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,663,27,33.5615691,130.4264283
717,717,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,583,28,33.5615691,130.4264283
718,718,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,499,29,33.5615691,130.4264283
719,719,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,545,30,33.5615691,130.4264283
720,720,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,653,31,33.5615691,130.4264283
721,721,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,654,32,33.5615691,130.4264283
722,722,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,650,33,33.5615691,130.4264283
723,723,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,704,34,33.5615691,130.4264283
724,724,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,676,35,33.5615691,130.4264283
725,725,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,707,36,33.5615691,130.4264283
726,726,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,732,37,33.5615691,130.4264283
727,727,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,708,38,33.5615691,130.4264283
728,728,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,811,39,33.5615691,130.4264283
729,729,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,816,40,33.5615691,130.4264283
730,730,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,773,41,33.5615691,130.4264283
731,731,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,817,42,33.5615691,130.4264283
732,732,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,739,43,33.5615691,130.4264283
733,733,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,853,44,33.5615691,130.4264283
734,734,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,730,45,33.5615691,130.4264283
735,735,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,835,46,33.5615691,130.4264283
736,736,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,929,47,33.5615691,130.4264283
737,737,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,728,48,33.5615691,130.4264283
738,738,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,645,49,33.5615691,130.4264283
739,739,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,523,50,33.5615691,130.4264283
740,740,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,752,51,33.5615691,130.4264283
741,741,Fukuoka-ken Fukuoka-shi Shiobaru,Izakaya,760,52,33.5615691,130.4264283
742,742,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,265,0,33.8808817,130.87341909999998
743,743,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,276,1,33.8808817,130.87341909999998
744,744,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,272,2,33.8808817,130.87341909999998
745,745,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,242,3,33.8808817,130.87341909999998
746,746,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,228,4,33.8808817,130.87341909999998
747,747,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,330,5,33.8808817,130.87341909999998
748,748,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,284,6,33.8808817,130.87341909999998
749,749,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,294,7,33.8808817,130.87341909999998
750,750,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,416,8,33.8808817,130.87341909999998
751,751,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,373,9,33.8808817,130.87341909999998
752,752,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,283,10,33.8808817,130.87341909999998
753,753,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,208,11,33.8808817,130.87341909999998
754,754,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,305,12,33.8808817,130.87341909999998
755,755,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,298,13,33.8808817,130.87341909999998
756,756,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,361,14,33.8808817,130.87341909999998
757,757,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,211,15,33.8808817,130.87341909999998
758,758,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,217,16,33.8808817,130.87341909999998
759,759,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,205,17,33.8808817,130.87341909999998
760,760,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,244,18,33.8808817,130.87341909999998
761,761,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,263,19,33.8808817,130.87341909999998
762,762,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,201,20,33.8808817,130.87341909999998
763,763,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,217,21,33.8808817,130.87341909999998
764,764,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,268,22,33.8808817,130.87341909999998
765,765,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,510,23,33.8808817,130.87341909999998
766,766,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,585,24,33.8808817,130.87341909999998
767,767,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,716,25,33.8808817,130.87341909999998
768,768,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,676,26,33.8808817,130.87341909999998
769,769,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,676,27,33.8808817,130.87341909999998
770,770,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,617,28,33.8808817,130.87341909999998
771,771,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,833,29,33.8808817,130.87341909999998
772,772,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,736,30,33.8808817,130.87341909999998
773,773,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,682,31,33.8808817,130.87341909999998
774,774,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,732,32,33.8808817,130.87341909999998
775,775,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,542,33,33.8808817,130.87341909999998
776,776,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,742,34,33.8808817,130.87341909999998
777,777,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,667,35,33.8808817,130.87341909999998
778,778,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,565,36,33.8808817,130.87341909999998
779,779,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,529,37,33.8808817,130.87341909999998
780,780,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,675,38,33.8808817,130.87341909999998
781,781,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,690,39,33.8808817,130.87341909999998
782,782,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,533,40,33.8808817,130.87341909999998
783,783,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,519,41,33.8808817,130.87341909999998
784,784,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,496,42,33.8808817,130.87341909999998
785,785,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,853,43,33.8808817,130.87341909999998
786,786,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,885,44,33.8808817,130.87341909999998
787,787,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,647,45,33.8808817,130.87341909999998
788,788,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,922,46,33.8808817,130.87341909999998
789,789,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,1302,47,33.8808817,130.87341909999998
790,790,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,1007,48,33.8808817,130.87341909999998
791,791,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,983,49,33.8808817,130.87341909999998
792,792,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,456,50,33.8808817,130.87341909999998
793,793,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,564,51,33.8808817,130.87341909999998
794,794,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Japanese food,804,52,33.8808817,130.87341909999998
795,795,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,303,0,33.3192865,130.5083735
796,796,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,394,1,33.3192865,130.5083735
797,797,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,292,2,33.3192865,130.5083735
798,798,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,320,3,33.3192865,130.5083735
799,799,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,271,4,33.3192865,130.5083735
800,800,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,314,5,33.3192865,130.5083735
801,801,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,240,6,33.3192865,130.5083735
802,802,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,272,7,33.3192865,130.5083735
803,803,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,406,8,33.3192865,130.5083735
804,804,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,434,9,33.3192865,130.5083735
805,805,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,317,10,33.3192865,130.5083735
806,806,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,333,11,33.3192865,130.5083735
807,807,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,240,12,33.3192865,130.5083735
808,808,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,287,13,33.3192865,130.5083735
809,809,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,327,14,33.3192865,130.5083735
810,810,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,358,15,33.3192865,130.5083735
811,811,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,292,16,33.3192865,130.5083735
812,812,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,208,17,33.3192865,130.5083735
813,813,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,209,18,33.3192865,130.5083735
814,814,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,171,19,33.3192865,130.5083735
815,815,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,225,20,33.3192865,130.5083735
816,816,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,163,21,33.3192865,130.5083735
817,817,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,216,22,33.3192865,130.5083735
818,818,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,226,23,33.3192865,130.5083735
819,819,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,325,24,33.3192865,130.5083735
820,820,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,482,25,33.3192865,130.5083735
821,821,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,393,26,33.3192865,130.5083735
822,822,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,383,27,33.3192865,130.5083735
823,823,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,302,28,33.3192865,130.5083735
824,824,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,529,29,33.3192865,130.5083735
825,825,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,374,30,33.3192865,130.5083735
826,826,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,413,31,33.3192865,130.5083735
827,827,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,316,32,33.3192865,130.5083735
828,828,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,365,33,33.3192865,130.5083735
829,829,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,394,34,33.3192865,130.5083735
830,830,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,325,35,33.3192865,130.5083735
831,831,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,333,36,33.3192865,130.5083735
832,832,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,350,37,33.3192865,130.5083735
833,833,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,398,38,33.3192865,130.5083735
834,834,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,402,39,33.3192865,130.5083735
835,835,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,393,40,33.3192865,130.5083735
836,836,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,376,41,33.3192865,130.5083735
837,837,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,285,42,33.3192865,130.5083735
838,838,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,346,43,33.3192865,130.5083735
839,839,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,495,44,33.3192865,130.5083735
840,840,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,441,45,33.3192865,130.5083735
841,841,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,543,46,33.3192865,130.5083735
842,842,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,629,47,33.3192865,130.5083735
843,843,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,591,48,33.3192865,130.5083735
844,844,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,769,49,33.3192865,130.5083735
845,845,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,507,50,33.3192865,130.5083735
846,846,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,439,51,33.3192865,130.5083735
847,847,Fukuoka-ken Kurume-shi Jōnanmachi,Dining bar,433,52,33.3192865,130.5083735
848,848,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,606,0,33.5913576,130.4148783
849,849,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,672,1,33.5913576,130.4148783
850,850,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,670,2,33.5913576,130.4148783
851,851,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,663,3,33.5913576,130.4148783
852,852,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,670,4,33.5913576,130.4148783
853,853,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,607,5,33.5913576,130.4148783
854,854,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,600,6,33.5913576,130.4148783
855,855,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,647,7,33.5913576,130.4148783
856,856,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,699,8,33.5913576,130.4148783
857,857,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1134,9,33.5913576,130.4148783
858,858,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1005,10,33.5913576,130.4148783
859,859,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,944,11,33.5913576,130.4148783
860,860,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,844,12,33.5913576,130.4148783
861,861,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,817,13,33.5913576,130.4148783
862,862,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,936,14,33.5913576,130.4148783
863,863,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,966,15,33.5913576,130.4148783
864,864,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,885,16,33.5913576,130.4148783
865,865,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,893,17,33.5913576,130.4148783
866,866,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,916,18,33.5913576,130.4148783
867,867,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,869,19,33.5913576,130.4148783
868,868,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,933,20,33.5913576,130.4148783
869,869,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1074,21,33.5913576,130.4148783
870,870,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1002,22,33.5913576,130.4148783
871,871,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1714,23,33.5913576,130.4148783
872,872,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2185,24,33.5913576,130.4148783
873,873,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2323,25,33.5913576,130.4148783
874,874,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2200,26,33.5913576,130.4148783
875,875,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2013,27,33.5913576,130.4148783
876,876,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1853,28,33.5913576,130.4148783
877,877,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2159,29,33.5913576,130.4148783
878,878,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1981,30,33.5913576,130.4148783
879,879,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2016,31,33.5913576,130.4148783
880,880,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1753,32,33.5913576,130.4148783
881,881,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,1973,33,33.5913576,130.4148783
882,882,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2350,34,33.5913576,130.4148783
883,883,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2234,35,33.5913576,130.4148783
884,884,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2209,36,33.5913576,130.4148783
885,885,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2199,37,33.5913576,130.4148783
886,886,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2252,38,33.5913576,130.4148783
887,887,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2589,39,33.5913576,130.4148783
888,888,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2269,40,33.5913576,130.4148783
889,889,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2134,41,33.5913576,130.4148783
890,890,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2305,42,33.5913576,130.4148783
891,891,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2422,43,33.5913576,130.4148783
892,892,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2413,44,33.5913576,130.4148783
893,893,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2523,45,33.5913576,130.4148783
894,894,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2844,46,33.5913576,130.4148783
895,895,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2850,47,33.5913576,130.4148783
896,896,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,3021,48,33.5913576,130.4148783
897,897,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2820,49,33.5913576,130.4148783
898,898,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2275,50,33.5913576,130.4148783
899,899,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2164,51,33.5913576,130.4148783
900,900,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Italian/French,2169,52,33.5913576,130.4148783
901,901,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1496,0,38.2690761,140.87040290000004
902,902,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1656,1,38.2690761,140.87040290000004
903,903,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1424,2,38.2690761,140.87040290000004
904,904,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1441,3,38.2690761,140.87040290000004
905,905,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1575,4,38.2690761,140.87040290000004
906,906,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1654,5,38.2690761,140.87040290000004
907,907,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1497,6,38.2690761,140.87040290000004
908,908,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1720,7,38.2690761,140.87040290000004
909,909,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1709,8,38.2690761,140.87040290000004
910,910,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1763,9,38.2690761,140.87040290000004
911,911,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1654,10,38.2690761,140.87040290000004
912,912,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1613,11,38.2690761,140.87040290000004
913,913,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1453,12,38.2690761,140.87040290000004
914,914,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1649,13,38.2690761,140.87040290000004
915,915,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1711,14,38.2690761,140.87040290000004
916,916,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1301,15,38.2690761,140.87040290000004
917,917,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1500,16,38.2690761,140.87040290000004
918,918,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1603,17,38.2690761,140.87040290000004
919,919,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1706,18,38.2690761,140.87040290000004
920,920,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1591,19,38.2690761,140.87040290000004
921,921,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1587,20,38.2690761,140.87040290000004
922,922,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1614,21,38.2690761,140.87040290000004
923,923,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1601,22,38.2690761,140.87040290000004
924,924,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2415,23,38.2690761,140.87040290000004
925,925,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2519,24,38.2690761,140.87040290000004
926,926,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2398,25,38.2690761,140.87040290000004
927,927,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2113,26,38.2690761,140.87040290000004
928,928,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2358,27,38.2690761,140.87040290000004
929,929,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2398,28,38.2690761,140.87040290000004
930,930,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2225,29,38.2690761,140.87040290000004
931,931,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1621,30,38.2690761,140.87040290000004
932,932,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2148,31,38.2690761,140.87040290000004
933,933,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2170,32,38.2690761,140.87040290000004
934,934,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2078,33,38.2690761,140.87040290000004
935,935,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1955,34,38.2690761,140.87040290000004
936,936,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1967,35,38.2690761,140.87040290000004
937,937,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2107,36,38.2690761,140.87040290000004
938,938,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1957,37,38.2690761,140.87040290000004
939,939,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1919,38,38.2690761,140.87040290000004
940,940,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2158,39,38.2690761,140.87040290000004
941,941,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2245,40,38.2690761,140.87040290000004
942,942,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1986,41,38.2690761,140.87040290000004
943,943,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2133,42,38.2690761,140.87040290000004
944,944,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2191,43,38.2690761,140.87040290000004
945,945,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2240,44,38.2690761,140.87040290000004
946,946,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2476,45,38.2690761,140.87040290000004
947,947,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2569,46,38.2690761,140.87040290000004
948,948,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2873,47,38.2690761,140.87040290000004
949,949,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2593,48,38.2690761,140.87040290000004
950,950,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2164,49,38.2690761,140.87040290000004
951,951,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1462,50,38.2690761,140.87040290000004
952,952,Miyagi-ken Sendai-shi Kamisugi,Izakaya,1903,51,38.2690761,140.87040290000004
953,953,Miyagi-ken Sendai-shi Kamisugi,Izakaya,2029,52,38.2690761,140.87040290000004
954,954,Tōkyō-to Katsushika-ku Tateishi,Izakaya,196,0,35.7435748,139.84717969999997
955,955,Tōkyō-to Katsushika-ku Tateishi,Izakaya,177,1,35.7435748,139.84717969999997
956,956,Tōkyō-to Katsushika-ku Tateishi,Izakaya,190,2,35.7435748,139.84717969999997
957,957,Tōkyō-to Katsushika-ku Tateishi,Izakaya,165,3,35.7435748,139.84717969999997
958,958,Tōkyō-to Katsushika-ku Tateishi,Izakaya,116,4,35.7435748,139.84717969999997
959,959,Tōkyō-to Katsushika-ku Tateishi,Izakaya,199,5,35.7435748,139.84717969999997
960,960,Tōkyō-to Katsushika-ku Tateishi,Izakaya,190,6,35.7435748,139.84717969999997
961,961,Tōkyō-to Katsushika-ku Tateishi,Izakaya,189,7,35.7435748,139.84717969999997
962,962,Tōkyō-to Katsushika-ku Tateishi,Izakaya,258,8,35.7435748,139.84717969999997
963,963,Tōkyō-to Katsushika-ku Tateishi,Izakaya,253,9,35.7435748,139.84717969999997
964,964,Tōkyō-to Katsushika-ku Tateishi,Izakaya,266,10,35.7435748,139.84717969999997
965,965,Tōkyō-to Katsushika-ku Tateishi,Izakaya,207,11,35.7435748,139.84717969999997
966,966,Tōkyō-to Katsushika-ku Tateishi,Izakaya,191,12,35.7435748,139.84717969999997
967,967,Tōkyō-to Katsushika-ku Tateishi,Izakaya,214,13,35.7435748,139.84717969999997
968,968,Tōkyō-to Katsushika-ku Tateishi,Izakaya,260,14,35.7435748,139.84717969999997
969,969,Tōkyō-to Katsushika-ku Tateishi,Izakaya,260,15,35.7435748,139.84717969999997
970,970,Tōkyō-to Katsushika-ku Tateishi,Izakaya,199,16,35.7435748,139.84717969999997
971,971,Tōkyō-to Katsushika-ku Tateishi,Izakaya,245,17,35.7435748,139.84717969999997
972,972,Tōkyō-to Katsushika-ku Tateishi,Izakaya,241,18,35.7435748,139.84717969999997
973,973,Tōkyō-to Katsushika-ku Tateishi,Izakaya,222,19,35.7435748,139.84717969999997
974,974,Tōkyō-to Katsushika-ku Tateishi,Izakaya,208,20,35.7435748,139.84717969999997
975,975,Tōkyō-to Katsushika-ku Tateishi,Izakaya,217,21,35.7435748,139.84717969999997
976,976,Tōkyō-to Katsushika-ku Tateishi,Izakaya,216,22,35.7435748,139.84717969999997
977,977,Tōkyō-to Katsushika-ku Tateishi,Izakaya,322,23,35.7435748,139.84717969999997
978,978,Tōkyō-to Katsushika-ku Tateishi,Izakaya,399,24,35.7435748,139.84717969999997
979,979,Tōkyō-to Katsushika-ku Tateishi,Izakaya,402,25,35.7435748,139.84717969999997
980,980,Tōkyō-to Katsushika-ku Tateishi,Izakaya,381,26,35.7435748,139.84717969999997
