,article,ds,holiday_flg,y
1618,Fukuoka-ken Fukuoka-shi Momochi,2017-01-12,0,105
1619,Fukuoka-ken Fukuoka-shi Momochi,2017-01-13,0,121
1620,Fukuoka-ken Fukuoka-shi Momochi,2017-01-14,0,114
1621,Fukuoka-ken Fukuoka-shi Momochi,2017-01-15,0,51
1622,Fukuoka-ken Fukuoka-shi Momochi,2017-01-16,0,57
1623,Fukuoka-ken Fukuoka-shi Momochi,2017-01-17,0,91
1624,Fukuoka-ken Fukuoka-shi Momochi,2017-01-18,0,82
1625,Fukuoka-ken Fukuoka-shi Momochi,2017-01-19,0,65
1626,Fukuoka-ken Fukuoka-shi Momochi,2017-01-20,0,117
1627,Fukuoka-ken Fukuoka-shi Momochi,2017-01-21,0,127
1628,Fukuoka-ken Fukuoka-shi Momochi,2017-01-22,0,40
1629,Fukuoka-ken Fukuoka-shi Momochi,2017-01-23,0,70
1630,Fukuoka-ken Fukuoka-shi Momochi,2017-01-24,0,76
1631,Fukuoka-ken Fukuoka-shi Momochi,2017-01-25,0,75
1632,Fukuoka-ken Fukuoka-shi Momochi,2017-01-26,0,61
1633,Fukuoka-ken Fukuoka-shi Momochi,2017-01-27,0,131
1634,Fukuoka-ken Fukuoka-shi Momochi,2017-01-28,0,143
1635,Fukuoka-ken Fukuoka-shi Momochi,2017-01-29,0,60
1636,Fukuoka-ken Fukuoka-shi Momochi,2017-01-30,0,69
1637,Fukuoka-ken Fukuoka-shi Momochi,2017-01-31,0,103
1638,Fukuoka-ken Fukuoka-shi Momochi,2017-02-01,0,111
1639,Fukuoka-ken Fukuoka-shi Momochi,2017-02-02,0,101
1640,Fukuoka-ken Fukuoka-shi Momochi,2017-02-03,0,129
1641,Fukuoka-ken Fukuoka-shi Momochi,2017-02-04,0,126
1642,Fukuoka-ken Fukuoka-shi Momochi,2017-02-05,0,76
1643,Fukuoka-ken Fukuoka-shi Momochi,2017-02-06,0,78
1644,Fukuoka-ken Fukuoka-shi Momochi,2017-02-07,0,100
1645,Fukuoka-ken Fukuoka-shi Momochi,2017-02-08,0,92
1646,Fukuoka-ken Fukuoka-shi Momochi,2017-02-09,0,63
1647,Fukuoka-ken Fukuoka-shi Momochi,2017-02-10,0,119
1648,Fukuoka-ken Fukuoka-shi Momochi,2017-02-11,1,133
1649,Fukuoka-ken Fukuoka-shi Momochi,2017-02-12,0,65
1650,Fukuoka-ken Fukuoka-shi Momochi,2017-02-13,0,79
1651,Fukuoka-ken Fukuoka-shi Momochi,2017-02-14,0,96
1652,Fukuoka-ken Fukuoka-shi Momochi,2017-02-15,0,114
1653,Fukuoka-ken Fukuoka-shi Momochi,2017-02-16,0,97
1654,Fukuoka-ken Fukuoka-shi Momochi,2017-02-17,0,128
1655,Fukuoka-ken Fukuoka-shi Momochi,2017-02-18,0,144
1656,Fukuoka-ken Fukuoka-shi Momochi,2017-02-19,0,70
1657,Fukuoka-ken Fukuoka-shi Momochi,2017-02-20,0,47
1658,Fukuoka-ken Fukuoka-shi Momochi,2017-02-21,0,104
1659,Fukuoka-ken Fukuoka-shi Momochi,2017-02-22,0,99
1660,Fukuoka-ken Fukuoka-shi Momochi,2017-02-23,0,108
1661,Fukuoka-ken Fukuoka-shi Momochi,2017-02-24,0,142
1662,Fukuoka-ken Fukuoka-shi Momochi,2017-02-25,0,164
1663,Fukuoka-ken Fukuoka-shi Momochi,2017-02-26,0,88
1664,Fukuoka-ken Fukuoka-shi Momochi,2017-02-27,0,94
1665,Fukuoka-ken Fukuoka-shi Momochi,2017-02-28,0,123
1666,Fukuoka-ken Fukuoka-shi Momochi,2017-03-01,0,91
1667,Fukuoka-ken Fukuoka-shi Momochi,2017-03-02,0,129
1668,Fukuoka-ken Fukuoka-shi Momochi,2017-03-03,0,150
1669,Fukuoka-ken Fukuoka-shi Momochi,2017-03-04,0,131
1670,Fukuoka-ken Fukuoka-shi Momochi,2017-03-05,0,90
1671,Fukuoka-ken Fukuoka-shi Momochi,2017-03-06,0,93
1672,Fukuoka-ken Fukuoka-shi Momochi,2017-03-07,0,88
1673,Fukuoka-ken Fukuoka-shi Momochi,2017-03-08,0,114
1674,Fukuoka-ken Fukuoka-shi Momochi,2017-03-09,0,114
1675,Fukuoka-ken Fukuoka-shi Momochi,2017-03-10,0,121
1676,Fukuoka-ken Fukuoka-shi Momochi,2017-03-11,0,168
1677,Fukuoka-ken Fukuoka-shi Momochi,2017-03-12,0,83
1678,Fukuoka-ken Fukuoka-shi Momochi,2017-03-13,0,89
1679,Fukuoka-ken Fukuoka-shi Momochi,2017-03-14,0,127
1680,Fukuoka-ken Fukuoka-shi Momochi,2017-03-15,0,131
1681,Fukuoka-ken Fukuoka-shi Momochi,2017-03-16,0,101
1682,Fukuoka-ken Fukuoka-shi Momochi,2017-03-17,0,135
1683,Fukuoka-ken Fukuoka-shi Momochi,2017-03-18,0,142
1684,Fukuoka-ken Fukuoka-shi Momochi,2017-03-19,0,115
1685,Fukuoka-ken Fukuoka-shi Momochi,2017-03-20,1,68
1686,Fukuoka-ken Fukuoka-shi Momochi,2017-03-21,0,113
1687,Fukuoka-ken Fukuoka-shi Momochi,2017-03-22,0,128
1688,Fukuoka-ken Fukuoka-shi Momochi,2017-03-23,0,130
1689,Fukuoka-ken Fukuoka-shi Momochi,2017-03-24,0,119
1690,Fukuoka-ken Fukuoka-shi Momochi,2017-03-25,0,160
1691,Fukuoka-ken Fukuoka-shi Momochi,2017-03-26,0,71
1692,Fukuoka-ken Fukuoka-shi Momochi,2017-03-27,0,100
1693,Fukuoka-ken Fukuoka-shi Momochi,2017-03-28,0,89
1694,Fukuoka-ken Fukuoka-shi Momochi,2017-03-29,0,104
1695,Fukuoka-ken Fukuoka-shi Momochi,2017-03-30,0,125
1696,Fukuoka-ken Fukuoka-shi Momochi,2017-03-31,0,148
1697,Fukuoka-ken Fukuoka-shi Momochi,2017-04-01,0,124
1698,Fukuoka-ken Fukuoka-shi Momochi,2017-04-02,0,91
1699,Fukuoka-ken Fukuoka-shi Momochi,2017-04-03,0,109
1700,Fukuoka-ken Fukuoka-shi Momochi,2017-04-04,0,109
1701,Fukuoka-ken Fukuoka-shi Momochi,2017-04-05,0,119
1702,Fukuoka-ken Fukuoka-shi Momochi,2017-04-06,0,73
1703,Fukuoka-ken Fukuoka-shi Momochi,2017-04-07,0,126
1704,Fukuoka-ken Fukuoka-shi Momochi,2017-04-08,0,130
1705,Fukuoka-ken Fukuoka-shi Momochi,2017-04-09,0,55
1706,Fukuoka-ken Fukuoka-shi Momochi,2017-04-10,0,69
1707,Fukuoka-ken Fukuoka-shi Momochi,2017-04-11,0,102
1708,Fukuoka-ken Fukuoka-shi Momochi,2017-04-12,0,90
1709,Fukuoka-ken Fukuoka-shi Momochi,2017-04-13,0,104
1710,Fukuoka-ken Fukuoka-shi Momochi,2017-04-14,0,134
1711,Fukuoka-ken Fukuoka-shi Momochi,2017-04-15,0,153
1712,Fukuoka-ken Fukuoka-shi Momochi,2017-04-16,0,86
1713,Fukuoka-ken Fukuoka-shi Momochi,2017-04-17,0,73
1714,Fukuoka-ken Fukuoka-shi Momochi,2017-04-18,0,84
1715,Fukuoka-ken Fukuoka-shi Momochi,2017-04-19,0,91
1716,Fukuoka-ken Fukuoka-shi Momochi,2017-04-20,0,99
1717,Fukuoka-ken Fukuoka-shi Momochi,2017-04-21,0,137
1718,Fukuoka-ken Fukuoka-shi Momochi,2017-04-22,0,144
