,air_area_name,visitors,current_week
1065,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,361,5
1066,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,297,6
1067,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,357,7
1068,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,428,8
1069,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,354,9
1070,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,275,10
1071,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,360,11
1072,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,337,12
1073,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,347,13
1074,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,429,14
1075,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,383,15
1076,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,384,16
1077,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,275,17
1078,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,386,18
1079,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,299,19
1080,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,288,20
1081,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,350,21
1082,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,409,22
1083,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,587,23
1084,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,849,24
1085,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,994,25
1086,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,886,26
1087,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,974,27
1088,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,695,28
1089,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1270,29
1090,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1089,30
1091,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1013,31
1092,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,976,32
1093,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,795,33
1094,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1043,34
1095,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,937,35
1096,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1058,36
1097,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,929,37
1098,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1020,38
1099,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,940,39
1100,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1044,40
1101,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,921,41
1102,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,780,42
1103,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,954,43
1104,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1062,44
1105,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,985,45
1106,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1064,46
1107,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1214,47
1108,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1151,48
1109,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,1126,49
1110,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,769,50
1111,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,612,51
1112,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,717,52
1113,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1319,0
1114,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1286,1
1115,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1266,2
1116,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1309,3
1117,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1250,4
1118,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1396,5
1119,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1211,6
1120,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1269,7
1121,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1557,8
1122,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1341,9
1123,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1433,10
1124,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1264,11
1125,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1092,12
1126,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1331,13
1127,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1434,14
1128,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1554,15
1129,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1146,16
1130,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1433,17
1131,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1427,18
1132,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1329,19
1133,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1416,20
1134,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1436,21
1135,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1524,22
1136,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2373,23
1137,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,3127,24
1138,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,3161,25
1139,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2954,26
1140,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2755,27
1141,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2625,28
1142,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2958,29
1143,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2654,30
1144,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2903,31
1145,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2722,32
1146,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2842,33
1147,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2684,34
1148,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2795,35
1149,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2622,36
1150,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2723,37
1151,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2607,38
1152,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2558,39
1153,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2738,40
1154,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2454,41
1155,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2558,42
1156,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2549,43
1157,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2859,44
1158,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2703,45
1159,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,3042,46
1160,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2973,47
1161,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,3329,48
1162,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2486,49
1163,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,1959,50
1164,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2587,51
1165,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,2486,52
1166,Tōkyō-to Taitō-ku Higashiueno,881,0
1167,Tōkyō-to Taitō-ku Higashiueno,942,1
1168,Tōkyō-to Taitō-ku Higashiueno,909,2
1169,Tōkyō-to Taitō-ku Higashiueno,1032,3
1170,Tōkyō-to Taitō-ku Higashiueno,899,4
1171,Tōkyō-to Taitō-ku Higashiueno,920,5
1172,Tōkyō-to Taitō-ku Higashiueno,981,6
1173,Tōkyō-to Taitō-ku Higashiueno,840,7
1174,Tōkyō-to Taitō-ku Higashiueno,1080,8
1175,Tōkyō-to Taitō-ku Higashiueno,1117,9
1176,Tōkyō-to Taitō-ku Higashiueno,1165,10
1177,Tōkyō-to Taitō-ku Higashiueno,1040,11
1178,Tōkyō-to Taitō-ku Higashiueno,1068,12
1179,Tōkyō-to Taitō-ku Higashiueno,1078,13
1180,Tōkyō-to Taitō-ku Higashiueno,1436,14
1181,Tōkyō-to Taitō-ku Higashiueno,1098,15
1182,Tōkyō-to Taitō-ku Higashiueno,1176,16
1183,Tōkyō-to Taitō-ku Higashiueno,1233,17
1184,Tōkyō-to Taitō-ku Higashiueno,1334,18
1185,Tōkyō-to Taitō-ku Higashiueno,1036,19
1186,Tōkyō-to Taitō-ku Higashiueno,1140,20
1187,Tōkyō-to Taitō-ku Higashiueno,1060,21
1188,Tōkyō-to Taitō-ku Higashiueno,1096,22
1189,Tōkyō-to Taitō-ku Higashiueno,2064,23
1190,Tōkyō-to Taitō-ku Higashiueno,2430,24
1191,Tōkyō-to Taitō-ku Higashiueno,2493,25
1192,Tōkyō-to Taitō-ku Higashiueno,2448,26
1193,Tōkyō-to Taitō-ku Higashiueno,2537,27
1194,Tōkyō-to Taitō-ku Higashiueno,2239,28
1195,Tōkyō-to Taitō-ku Higashiueno,2073,29
1196,Tōkyō-to Taitō-ku Higashiueno,2009,30
1197,Tōkyō-to Taitō-ku Higashiueno,2278,31
1198,Tōkyō-to Taitō-ku Higashiueno,2257,32
1199,Tōkyō-to Taitō-ku Higashiueno,2134,33
1200,Tōkyō-to Taitō-ku Higashiueno,2715,34
1201,Tōkyō-to Taitō-ku Higashiueno,2459,35
1202,Tōkyō-to Taitō-ku Higashiueno,2536,36
1203,Tōkyō-to Taitō-ku Higashiueno,3070,37
1204,Tōkyō-to Taitō-ku Higashiueno,2764,38
1205,Tōkyō-to Taitō-ku Higashiueno,2719,39
1206,Tōkyō-to Taitō-ku Higashiueno,3035,40
1207,Tōkyō-to Taitō-ku Higashiueno,2814,41
1208,Tōkyō-to Taitō-ku Higashiueno,2611,42
1209,Tōkyō-to Taitō-ku Higashiueno,2460,43
1210,Tōkyō-to Taitō-ku Higashiueno,2299,44
1211,Tōkyō-to Taitō-ku Higashiueno,2455,45
1212,Tōkyō-to Taitō-ku Higashiueno,2599,46
1213,Tōkyō-to Taitō-ku Higashiueno,2679,47
1214,Tōkyō-to Taitō-ku Higashiueno,2822,48
1215,Tōkyō-to Taitō-ku Higashiueno,1745,49
1216,Tōkyō-to Taitō-ku Higashiueno,2043,50
1217,Tōkyō-to Taitō-ku Higashiueno,2442,51
1218,Tōkyō-to Taitō-ku Higashiueno,2525,52
1219,Tōkyō-to Shinagawa-ku Hiromachi,244,0
1220,Tōkyō-to Shinagawa-ku Hiromachi,239,1
1221,Tōkyō-to Shinagawa-ku Hiromachi,284,2
1222,Tōkyō-to Shinagawa-ku Hiromachi,231,3
1223,Tōkyō-to Shinagawa-ku Hiromachi,248,4
1224,Tōkyō-to Shinagawa-ku Hiromachi,245,5
1225,Tōkyō-to Shinagawa-ku Hiromachi,287,6
1226,Tōkyō-to Shinagawa-ku Hiromachi,280,7
1227,Tōkyō-to Shinagawa-ku Hiromachi,360,8
1228,Tōkyō-to Shinagawa-ku Hiromachi,304,9
1229,Tōkyō-to Shinagawa-ku Hiromachi,392,10
1230,Tōkyō-to Shinagawa-ku Hiromachi,317,11
1231,Tōkyō-to Shinagawa-ku Hiromachi,203,12
1232,Tōkyō-to Shinagawa-ku Hiromachi,263,13
1233,Tōkyō-to Shinagawa-ku Hiromachi,264,14
1234,Tōkyō-to Shinagawa-ku Hiromachi,139,15
1235,Tōkyō-to Shinagawa-ku Hiromachi,296,16
1236,Tōkyō-to Shinagawa-ku Hiromachi,321,17
1237,Tōkyō-to Shinagawa-ku Hiromachi,278,18
1238,Tōkyō-to Shinagawa-ku Hiromachi,248,19
1239,Tōkyō-to Shinagawa-ku Hiromachi,297,20
1240,Tōkyō-to Shinagawa-ku Hiromachi,216,21
1241,Tōkyō-to Shinagawa-ku Hiromachi,233,22
1242,Tōkyō-to Shinagawa-ku Hiromachi,526,23
1243,Tōkyō-to Shinagawa-ku Hiromachi,1005,24
1244,Tōkyō-to Shinagawa-ku Hiromachi,853,25
1245,Tōkyō-to Shinagawa-ku Hiromachi,777,26
1246,Tōkyō-to Shinagawa-ku Hiromachi,940,27
1247,Tōkyō-to Shinagawa-ku Hiromachi,774,28
1248,Tōkyō-to Shinagawa-ku Hiromachi,632,29
1249,Tōkyō-to Shinagawa-ku Hiromachi,636,30
1250,Tōkyō-to Shinagawa-ku Hiromachi,674,31
1251,Tōkyō-to Shinagawa-ku Hiromachi,713,32
1252,Tōkyō-to Shinagawa-ku Hiromachi,738,33
1253,Tōkyō-to Shinagawa-ku Hiromachi,606,34
1254,Tōkyō-to Shinagawa-ku Hiromachi,510,35
1255,Tōkyō-to Shinagawa-ku Hiromachi,901,36
1256,Tōkyō-to Shinagawa-ku Hiromachi,709,37
1257,Tōkyō-to Shinagawa-ku Hiromachi,775,38
1258,Tōkyō-to Shinagawa-ku Hiromachi,887,39
1259,Tōkyō-to Shinagawa-ku Hiromachi,866,40
1260,Tōkyō-to Shinagawa-ku Hiromachi,823,41
1261,Tōkyō-to Shinagawa-ku Hiromachi,774,42
1262,Tōkyō-to Shinagawa-ku Hiromachi,759,43
1263,Tōkyō-to Shinagawa-ku Hiromachi,699,44
1264,Tōkyō-to Shinagawa-ku Hiromachi,734,45
1265,Tōkyō-to Shinagawa-ku Hiromachi,705,46
1266,Tōkyō-to Shinagawa-ku Hiromachi,857,47
1267,Tōkyō-to Shinagawa-ku Hiromachi,730,48
1268,Tōkyō-to Shinagawa-ku Hiromachi,405,49
1269,Tōkyō-to Shinagawa-ku Hiromachi,253,50
1270,Tōkyō-to Shinagawa-ku Hiromachi,515,51
1271,Tōkyō-to Shinagawa-ku Hiromachi,623,52
1272,Hyōgo-ken Himeji-shi Yasuda,302,0
1273,Hyōgo-ken Himeji-shi Yasuda,199,1
1274,Hyōgo-ken Himeji-shi Yasuda,201,2
1275,Hyōgo-ken Himeji-shi Yasuda,213,3
1276,Hyōgo-ken Himeji-shi Yasuda,216,4
1277,Hyōgo-ken Himeji-shi Yasuda,199,5
1278,Hyōgo-ken Himeji-shi Yasuda,215,6
1279,Hyōgo-ken Himeji-shi Yasuda,212,7
1280,Hyōgo-ken Himeji-shi Yasuda,235,8
1281,Hyōgo-ken Himeji-shi Yasuda,268,9
1282,Hyōgo-ken Himeji-shi Yasuda,241,10
1283,Hyōgo-ken Himeji-shi Yasuda,176,11
1284,Hyōgo-ken Himeji-shi Yasuda,154,12
1285,Hyōgo-ken Himeji-shi Yasuda,209,13
1286,Hyōgo-ken Himeji-shi Yasuda,188,14
1287,Hyōgo-ken Himeji-shi Yasuda,146,15
1288,Hyōgo-ken Himeji-shi Yasuda,167,16
1289,Hyōgo-ken Himeji-shi Yasuda,189,17
1290,Hyōgo-ken Himeji-shi Yasuda,182,18
1291,Hyōgo-ken Himeji-shi Yasuda,143,19
1292,Hyōgo-ken Himeji-shi Yasuda,170,20
1293,Hyōgo-ken Himeji-shi Yasuda,188,21
1294,Hyōgo-ken Himeji-shi Yasuda,230,22
1295,Hyōgo-ken Himeji-shi Yasuda,714,23
1296,Hyōgo-ken Himeji-shi Yasuda,1191,24
1297,Hyōgo-ken Himeji-shi Yasuda,1321,25
1298,Hyōgo-ken Himeji-shi Yasuda,1313,26
1299,Hyōgo-ken Himeji-shi Yasuda,1270,27
1300,Hyōgo-ken Himeji-shi Yasuda,1126,28
1301,Hyōgo-ken Himeji-shi Yasuda,1667,29
1302,Hyōgo-ken Himeji-shi Yasuda,1420,30
1303,Hyōgo-ken Himeji-shi Yasuda,1123,31
1304,Hyōgo-ken Himeji-shi Yasuda,1054,32
1305,Hyōgo-ken Himeji-shi Yasuda,1222,33
1306,Hyōgo-ken Himeji-shi Yasuda,1243,34
1307,Hyōgo-ken Himeji-shi Yasuda,1344,35
1308,Hyōgo-ken Himeji-shi Yasuda,1278,36
1309,Hyōgo-ken Himeji-shi Yasuda,1549,37
1310,Hyōgo-ken Himeji-shi Yasuda,1474,38
1311,Hyōgo-ken Himeji-shi Yasuda,1362,39
1312,Hyōgo-ken Himeji-shi Yasuda,1421,40
1313,Hyōgo-ken Himeji-shi Yasuda,1384,41
1314,Hyōgo-ken Himeji-shi Yasuda,1126,42
1315,Hyōgo-ken Himeji-shi Yasuda,1453,43
1316,Hyōgo-ken Himeji-shi Yasuda,1424,44
1317,Hyōgo-ken Himeji-shi Yasuda,1270,45
1318,Hyōgo-ken Himeji-shi Yasuda,1307,46
1319,Hyōgo-ken Himeji-shi Yasuda,1240,47
1320,Hyōgo-ken Himeji-shi Yasuda,1199,48
1321,Hyōgo-ken Himeji-shi Yasuda,1326,49
1322,Hyōgo-ken Himeji-shi Yasuda,1219,50
1323,Hyōgo-ken Himeji-shi Yasuda,884,51
1324,Hyōgo-ken Himeji-shi Yasuda,929,52
1325,Ōsaka-fu Sakai-shi Minamikawaramachi,173,0
1326,Ōsaka-fu Sakai-shi Minamikawaramachi,134,1
1327,Ōsaka-fu Sakai-shi Minamikawaramachi,188,2
1328,Ōsaka-fu Sakai-shi Minamikawaramachi,151,3
1329,Ōsaka-fu Sakai-shi Minamikawaramachi,133,4
1330,Ōsaka-fu Sakai-shi Minamikawaramachi,163,5
1331,Ōsaka-fu Sakai-shi Minamikawaramachi,180,6
1332,Ōsaka-fu Sakai-shi Minamikawaramachi,239,7
1333,Ōsaka-fu Sakai-shi Minamikawaramachi,287,8
1334,Ōsaka-fu Sakai-shi Minamikawaramachi,281,9
1335,Ōsaka-fu Sakai-shi Minamikawaramachi,78,10
1336,Ōsaka-fu Sakai-shi Minamikawaramachi,120,11
1337,Ōsaka-fu Sakai-shi Minamikawaramachi,120,12
1338,Ōsaka-fu Sakai-shi Minamikawaramachi,112,13
1339,Ōsaka-fu Sakai-shi Minamikawaramachi,138,14
1340,Ōsaka-fu Sakai-shi Minamikawaramachi,195,15
1341,Ōsaka-fu Sakai-shi Minamikawaramachi,53,16
1342,Ōsaka-fu Sakai-shi Minamikawaramachi,87,17
1343,Ōsaka-fu Sakai-shi Minamikawaramachi,71,18
1344,Ōsaka-fu Sakai-shi Minamikawaramachi,93,19
1345,Ōsaka-fu Sakai-shi Minamikawaramachi,66,20
1346,Ōsaka-fu Sakai-shi Minamikawaramachi,94,21
1347,Ōsaka-fu Sakai-shi Minamikawaramachi,83,22
1348,Ōsaka-fu Sakai-shi Minamikawaramachi,114,23
1349,Ōsaka-fu Sakai-shi Minamikawaramachi,94,24
1350,Ōsaka-fu Sakai-shi Minamikawaramachi,105,25
1351,Ōsaka-fu Sakai-shi Minamikawaramachi,36,26
1352,Ōsaka-fu Sakai-shi Minamikawaramachi,86,27
1353,Ōsaka-fu Sakai-shi Minamikawaramachi,61,28
1354,Ōsaka-fu Sakai-shi Minamikawaramachi,110,29
1355,Ōsaka-fu Sakai-shi Minamikawaramachi,99,30
1356,Ōsaka-fu Sakai-shi Minamikawaramachi,60,31
1357,Ōsaka-fu Sakai-shi Minamikawaramachi,94,32
1358,Ōsaka-fu Sakai-shi Minamikawaramachi,91,33
1359,Ōsaka-fu Sakai-shi Minamikawaramachi,85,34
1360,Ōsaka-fu Sakai-shi Minamikawaramachi,150,35
1361,Ōsaka-fu Sakai-shi Minamikawaramachi,282,36
1362,Ōsaka-fu Sakai-shi Minamikawaramachi,450,37
1363,Ōsaka-fu Sakai-shi Minamikawaramachi,560,38
1364,Ōsaka-fu Sakai-shi Minamikawaramachi,439,39
1365,Ōsaka-fu Sakai-shi Minamikawaramachi,438,40
1366,Ōsaka-fu Sakai-shi Minamikawaramachi,463,41
1367,Ōsaka-fu Sakai-shi Minamikawaramachi,390,42
1368,Ōsaka-fu Sakai-shi Minamikawaramachi,464,43
1369,Ōsaka-fu Sakai-shi Minamikawaramachi,478,44
1370,Ōsaka-fu Sakai-shi Minamikawaramachi,430,45
1371,Ōsaka-fu Sakai-shi Minamikawaramachi,513,46
1372,Ōsaka-fu Sakai-shi Minamikawaramachi,509,47
1373,Ōsaka-fu Sakai-shi Minamikawaramachi,1008,48
1374,Ōsaka-fu Sakai-shi Minamikawaramachi,445,49
1375,Ōsaka-fu Sakai-shi Minamikawaramachi,397,50
1376,Ōsaka-fu Sakai-shi Minamikawaramachi,464,51
1377,Ōsaka-fu Sakai-shi Minamikawaramachi,469,52
1378,Ōsaka-fu Neyagawa-shi Honmachi,86,0
1379,Ōsaka-fu Neyagawa-shi Honmachi,82,1
1380,Ōsaka-fu Neyagawa-shi Honmachi,83,2
1381,Ōsaka-fu Neyagawa-shi Honmachi,83,3
1382,Ōsaka-fu Neyagawa-shi Honmachi,80,4
1383,Ōsaka-fu Neyagawa-shi Honmachi,125,5
1384,Ōsaka-fu Neyagawa-shi Honmachi,75,6
1385,Ōsaka-fu Neyagawa-shi Honmachi,75,7
1386,Ōsaka-fu Neyagawa-shi Honmachi,89,8
1387,Ōsaka-fu Neyagawa-shi Honmachi,81,9
1388,Ōsaka-fu Neyagawa-shi Honmachi,115,10
1389,Ōsaka-fu Neyagawa-shi Honmachi,84,11
1390,Ōsaka-fu Neyagawa-shi Honmachi,81,12
1391,Ōsaka-fu Neyagawa-shi Honmachi,84,13
1392,Ōsaka-fu Neyagawa-shi Honmachi,82,14
1393,Ōsaka-fu Neyagawa-shi Honmachi,119,15
1394,Ōsaka-fu Neyagawa-shi Honmachi,62,16
1395,Ōsaka-fu Neyagawa-shi Honmachi,69,17
1396,Ōsaka-fu Neyagawa-shi Honmachi,62,18
1397,Ōsaka-fu Neyagawa-shi Honmachi,64,19
1398,Ōsaka-fu Neyagawa-shi Honmachi,73,20
1399,Ōsaka-fu Neyagawa-shi Honmachi,69,21
1400,Ōsaka-fu Neyagawa-shi Honmachi,92,22
1401,Ōsaka-fu Neyagawa-shi Honmachi,66,23
1402,Ōsaka-fu Neyagawa-shi Honmachi,70,24
1403,Ōsaka-fu Neyagawa-shi Honmachi,83,25
1404,Ōsaka-fu Neyagawa-shi Honmachi,85,26
1405,Ōsaka-fu Neyagawa-shi Honmachi,92,27
1406,Ōsaka-fu Neyagawa-shi Honmachi,79,28
1407,Ōsaka-fu Neyagawa-shi Honmachi,50,29
1408,Ōsaka-fu Neyagawa-shi Honmachi,61,30
1409,Ōsaka-fu Neyagawa-shi Honmachi,67,31
1410,Ōsaka-fu Neyagawa-shi Honmachi,88,32
1411,Ōsaka-fu Neyagawa-shi Honmachi,89,33
1412,Ōsaka-fu Neyagawa-shi Honmachi,102,34
1413,Ōsaka-fu Neyagawa-shi Honmachi,85,35
1414,Ōsaka-fu Neyagawa-shi Honmachi,74,36
1415,Ōsaka-fu Neyagawa-shi Honmachi,104,37
1416,Ōsaka-fu Neyagawa-shi Honmachi,73,38
1417,Ōsaka-fu Neyagawa-shi Honmachi,73,39
1418,Ōsaka-fu Neyagawa-shi Honmachi,75,40
1419,Ōsaka-fu Neyagawa-shi Honmachi,78,41
1420,Ōsaka-fu Neyagawa-shi Honmachi,52,42
1421,Ōsaka-fu Neyagawa-shi Honmachi,85,43
1422,Ōsaka-fu Neyagawa-shi Honmachi,73,44
1423,Ōsaka-fu Neyagawa-shi Honmachi,79,45
1424,Ōsaka-fu Neyagawa-shi Honmachi,99,46
1425,Ōsaka-fu Neyagawa-shi Honmachi,80,47
1426,Ōsaka-fu Neyagawa-shi Honmachi,124,48
1427,Ōsaka-fu Neyagawa-shi Honmachi,123,49
1428,Ōsaka-fu Neyagawa-shi Honmachi,72,50
1429,Ōsaka-fu Neyagawa-shi Honmachi,85,51
1430,Ōsaka-fu Neyagawa-shi Honmachi,102,52
1431,Tōkyō-to Suginami-ku Asagayaminami,1252,0
1432,Tōkyō-to Suginami-ku Asagayaminami,1275,1
1433,Tōkyō-to Suginami-ku Asagayaminami,1233,2
1434,Tōkyō-to Suginami-ku Asagayaminami,1463,3
1435,Tōkyō-to Suginami-ku Asagayaminami,1415,4
1436,Tōkyō-to Suginami-ku Asagayaminami,1470,5
1437,Tōkyō-to Suginami-ku Asagayaminami,1476,6
1438,Tōkyō-to Suginami-ku Asagayaminami,1355,7
1439,Tōkyō-to Suginami-ku Asagayaminami,1624,8
1440,Tōkyō-to Suginami-ku Asagayaminami,1667,9
1441,Tōkyō-to Suginami-ku Asagayaminami,1418,10
1442,Tōkyō-to Suginami-ku Asagayaminami,1454,11
1443,Tōkyō-to Suginami-ku Asagayaminami,1423,12
1444,Tōkyō-to Suginami-ku Asagayaminami,1307,13
1445,Tōkyō-to Suginami-ku Asagayaminami,1430,14
1446,Tōkyō-to Suginami-ku Asagayaminami,1619,15
1447,Tōkyō-to Suginami-ku Asagayaminami,1193,16
1448,Tōkyō-to Suginami-ku Asagayaminami,1339,17
1449,Tōkyō-to Suginami-ku Asagayaminami,1426,18
1450,Tōkyō-to Suginami-ku Asagayaminami,1390,19
1451,Tōkyō-to Suginami-ku Asagayaminami,1480,20
1452,Tōkyō-to Suginami-ku Asagayaminami,1308,21
1453,Tōkyō-to Suginami-ku Asagayaminami,1401,22
1454,Tōkyō-to Suginami-ku Asagayaminami,2070,23
1455,Tōkyō-to Suginami-ku Asagayaminami,2447,24
1456,Tōkyō-to Suginami-ku Asagayaminami,2613,25
1457,Tōkyō-to Suginami-ku Asagayaminami,2476,26
1458,Tōkyō-to Suginami-ku Asagayaminami,2277,27
1459,Tōkyō-to Suginami-ku Asagayaminami,1928,28
1460,Tōkyō-to Suginami-ku Asagayaminami,2039,29
1461,Tōkyō-to Suginami-ku Asagayaminami,1807,30
1462,Tōkyō-to Suginami-ku Asagayaminami,2410,31
1463,Tōkyō-to Suginami-ku Asagayaminami,2108,32
1464,Tōkyō-to Suginami-ku Asagayaminami,1965,33
1465,Tōkyō-to Suginami-ku Asagayaminami,2353,34
1466,Tōkyō-to Suginami-ku Asagayaminami,2378,35
1467,Tōkyō-to Suginami-ku Asagayaminami,2216,36
1468,Tōkyō-to Suginami-ku Asagayaminami,2131,37
1469,Tōkyō-to Suginami-ku Asagayaminami,2183,38
1470,Tōkyō-to Suginami-ku Asagayaminami,2211,39
1471,Tōkyō-to Suginami-ku Asagayaminami,2301,40
1472,Tōkyō-to Suginami-ku Asagayaminami,2378,41
1473,Tōkyō-to Suginami-ku Asagayaminami,2185,42
1474,Tōkyō-to Suginami-ku Asagayaminami,2191,43
1475,Tōkyō-to Suginami-ku Asagayaminami,2261,44
1476,Tōkyō-to Suginami-ku Asagayaminami,2214,45
1477,Tōkyō-to Suginami-ku Asagayaminami,2271,46
1478,Tōkyō-to Suginami-ku Asagayaminami,2128,47
1479,Tōkyō-to Suginami-ku Asagayaminami,2547,48
1480,Tōkyō-to Suginami-ku Asagayaminami,1500,49
1481,Tōkyō-to Suginami-ku Asagayaminami,1644,50
1482,Tōkyō-to Suginami-ku Asagayaminami,2105,51
1483,Tōkyō-to Suginami-ku Asagayaminami,1940,52
1484,Hokkaidō Katō-gun Motomachi,36,0
1485,Hokkaidō Katō-gun Motomachi,59,1
1486,Hokkaidō Katō-gun Motomachi,49,2
1487,Hokkaidō Katō-gun Motomachi,76,3
1488,Hokkaidō Katō-gun Motomachi,53,4
1489,Hokkaidō Katō-gun Motomachi,38,5
1490,Hokkaidō Katō-gun Motomachi,50,6
1491,Hokkaidō Katō-gun Motomachi,75,7
1492,Hokkaidō Katō-gun Motomachi,50,8
1493,Hokkaidō Katō-gun Motomachi,83,9
1494,Hokkaidō Katō-gun Motomachi,95,10
1495,Hokkaidō Katō-gun Motomachi,30,11
